"id","user_id","account_id","transaction_type","montant","description","recurrence","detail","date_transaction","created_at","updated_at","last_duplicated_at"
"102","1","14","Revenu","90000.00","Duplication automatique (Mois +1)","Fixe",,"2025-02-02 00:01:00","2025-05-12 22:02:37","2025-05-12 22:02:37",NULL
"103","1","14","Revenu","90000.00","Duplication automatique (Mois +2)","Fixe",,"2025-03-02 00:01:00","2025-05-12 22:02:37","2025-05-12 22:02:37",NULL
"104","1","14","Revenu","90000.00","Duplication automatique (Mois +3)","Fixe",,"2025-04-02 00:01:00","2025-05-12 22:02:37","2025-05-12 22:02:37",NULL
"105","1","14","Revenu","90000.00","Duplication automatique (Mois +4)","Fixe",,"2025-05-02 00:01:00","2025-05-12 22:02:37","2025-05-12 22:02:37",NULL
"106","1","14","Dépense","80000.00",,"Mensuel",,"2024-08-05 00:08:00","2025-05-12 22:08:42","2025-10-12 22:22:23","2025-10-12 22:22:23"
"107","1","14","Dépense","80000.00","Duplication automatique (Mois +1)","Fixe",,"2024-09-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"108","1","14","Dépense","80000.00","Duplication automatique (Mois +2)","Fixe",,"2024-10-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"109","1","14","Dépense","80000.00","Duplication automatique (Mois +3)","Fixe",,"2024-11-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"110","1","14","Dépense","800.00","je l\'a jfopg","Mensuel","Dettes","2024-12-06 00:08:00","2025-05-12 22:08:42","2025-10-12 22:22:23","2025-10-12 22:22:23"
"111","1","14","Dépense","80000.00","Duplication automatique (Mois +5)","Fixe",,"2025-01-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"112","1","14","Dépense","80000.00","Duplication automatique (Mois +6)","Fixe",,"2025-02-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"113","1","14","Dépense","80000.00","Duplication automatique (Mois +7)","Fixe",,"2025-03-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"114","1","14","Dépense","80000.00","Duplication automatique (Mois +8)","Fixe",,"2025-04-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"115","1","14","Dépense","80000.00","Duplication automatique (Mois +9)","Fixe",,"2025-05-05 00:08:00","2025-05-12 22:08:42","2025-05-12 22:08:42",NULL
"116","1","14","Dépense","800.00","Duplication automatique (Mois +1)","Fixe","Dettes","2025-01-06 00:08:00","2025-05-12 22:11:44","2025-05-12 22:11:44",NULL
"117","1","14","Dépense","800.00","Duplication automatique (Mois +2)","Fixe","Dettes","2025-02-06 00:08:00","2025-05-12 22:11:44","2025-05-12 22:11:44",NULL
"118","1","14","Dépense","800.00","Duplication automatique (Mois +3)","Fixe","Dettes","2025-03-06 00:08:00","2025-05-12 22:11:44","2025-05-12 22:11:44",NULL
"119","1","14","Dépense","800.00","Duplication automatique (Mois +4)","Fixe","Dettes","2025-04-06 00:08:00","2025-05-12 22:11:44","2025-05-12 22:11:44",NULL
"120","1","14","Dépense","800.00","Duplication automatique (Mois +5)","Fixe","Dettes","2025-05-06 00:08:00","2025-05-12 22:11:44","2025-05-12 22:11:44",NULL
"121","1","14","Revenu","7500.00",,"Mensuel","Actions","2024-04-11 00:12:00","2025-05-12 22:12:28","2025-10-12 22:22:23","2025-10-12 22:22:23"
"122","1","14","Revenu","7500.00","Duplication automatique (Mois +1)","Fixe","Actions","2024-05-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"123","1","14","Revenu","7500.00","Duplication automatique (Mois +2)","Fixe","Actions","2024-06-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"124","1","14","Revenu","7500.00","Duplication automatique (Mois +3)","Fixe","Actions","2024-07-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"125","1","14","Revenu","7500.00","Duplication automatique (Mois +4)","Fixe","Actions","2024-08-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"126","1","14","Revenu","7500.00","Duplication automatique (Mois +5)","Fixe","Actions","2024-09-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"127","1","14","Revenu","7500.00","Duplication automatique (Mois +6)","Fixe","Actions","2024-10-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"128","1","14","Revenu","7500.00","Duplication automatique (Mois +7)","Fixe","Actions","2024-11-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"129","1","14","Revenu","7500.00","Duplication automatique (Mois +8)","Fixe","Actions","2024-12-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"130","1","14","Revenu","7500.00","Duplication automatique (Mois +9)","Fixe","Actions","2025-01-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"131","1","14","Revenu","7500.00","Duplication automatique (Mois +10)","Fixe","Actions","2025-02-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"132","1","14","Revenu","7500.00","Duplication automatique (Mois +11)","Fixe","Actions","2025-03-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"133","1","14","Revenu","7500.00","Duplication automatique (Mois +12)","Fixe","Actions","2025-04-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"134","1","14","Revenu","7500.00","Duplication automatique (Mois +13)","Fixe","Actions","2025-05-11 00:12:00","2025-05-12 22:12:29","2025-05-12 22:12:29",NULL
"135","1","13","Dépense","500.00","Duplication automatique (Mois +1)","Fixe",,"2025-05-13 00:00:00","2025-05-13 00:02:54","2025-05-13 00:02:54",NULL
"136","1","14","Revenu","25000.00",,"Mensuel","Loyer","2025-03-05 10:20:00","2025-05-14 08:21:26","2025-10-14 08:31:31","2025-10-14 08:31:31"
"137","1","14","Revenu","25000.00","Duplication automatique (Mois +1)","Fixe","Loyer","2025-04-05 10:20:00","2025-05-14 08:21:27","2025-05-14 08:21:27",NULL
"138","1","14","Revenu","25000.00","Duplication automatique (Mois +2)","Fixe","Loyer","2025-05-05 10:20:00","2025-05-14 08:21:27","2025-05-14 08:21:27",NULL
"139","1","13","Dépense","60.00",,"Fixe","Loyer","2025-05-07 10:27:00","2025-05-14 08:27:51","2025-05-14 08:27:51",NULL
"140","1","16","Dépense","50.00","l\'argent que je dois à Koffi","Fixe","Dettes","2025-05-14 10:33:00","2025-05-14 08:33:54","2025-05-14 08:33:54",NULL
"141","1","16","Revenu","58.00","depot","Fixe","Épargne","2025-05-15 10:34:00","2025-05-14 08:35:07","2025-05-14 08:35:07",NULL
"142","1","17","Revenu","550.00",,"Mensuel","Investissement","2025-01-05 15:35:00","2025-05-15 13:36:23","2025-10-15 13:41:42","2025-10-15 13:41:42"
"143","1","17","Revenu","550.00","Duplication automatique (Mois +1)","Fixe","Investissement","2025-02-05 15:35:00","2025-05-15 13:36:23","2025-05-15 13:36:23",NULL
"144","1","17","Revenu","550.00","Duplication automatique (Mois +2)","Fixe","Investissement","2025-03-05 15:35:00","2025-05-15 13:36:23","2025-05-15 13:36:23",NULL
"145","1","17","Revenu","550.00","Duplication automatique (Mois +3)","Fixe","Investissement","2025-04-05 15:35:00","2025-05-15 13:36:23","2025-05-15 13:36:23",NULL
"146","1","17","Revenu","550.00","Duplication automatique (Mois +4)","Fixe","Investissement","2025-05-05 15:35:00","2025-05-15 13:36:23","2025-05-15 13:36:23",NULL
"147","1","18","Revenu","500.00",,"Fixe",,"2025-06-02 10:09:00","2025-06-02 08:12:35","2025-06-02 08:12:35",NULL
"148","28","19","Dépense","200.00","Simple.","Fixe",,"2025-06-02 10:05:00","2025-06-02 09:06:08","2025-06-02 09:06:08",NULL
"149","1","20","Dépense","50.00","khm","Fixe","Dettes","2025-06-06 11:05:00","2025-06-06 09:05:42","2025-06-06 09:05:42",NULL
"150","1","15","Revenu","55.00","Duplication automatique (Mois +1)","Fixe",,"2025-06-12 21:56:46","2025-06-12 22:00:02","2025-06-12 22:00:02",NULL
"151","1","15","Dépense","755.00","Duplication automatique (Mois +1)","Fixe",,"2025-06-12 21:57:47","2025-06-12 22:00:02","2025-06-12 22:00:02",NULL
"152","1","14","Revenu","90000.00","Duplication automatique (Mois +1)","Fixe",,"2025-06-12 22:02:37","2025-06-12 22:03:18","2025-06-12 22:03:18",NULL
"153","1","14","Dépense","80000.00","Duplication automatique (Mois +1)","Fixe",,"2025-06-12 22:08:42","2025-06-12 22:08:45","2025-06-12 22:08:45",NULL
"154","1","14","Dépense","800.00","Duplication automatique (Mois +1)","Fixe","Dettes","2025-06-12 22:11:44","2025-06-12 22:13:58","2025-06-12 22:13:58",NULL
"155","1","14","Revenu","7500.00","Duplication automatique (Mois +1)","Fixe","Actions","2025-06-12 22:12:29","2025-06-12 22:13:58","2025-06-12 22:13:58",NULL
"156","1","13","Dépense","500.00","Duplication automatique (Mois +1)","Fixe",,"2025-06-13 00:02:54","2025-06-13 00:03:30","2025-06-13 00:03:30",NULL
"157","30","21","Dépense","50.00","Jejj","Fixe","Dépenses courantes","2025-06-13 13:41:00","2025-06-13 12:41:39","2025-06-13 12:41:39",NULL
"158","1","14","Revenu","25000.00","Duplication automatique (Mois +1)","Fixe","Loyer","2025-06-14 08:21:27","2025-06-14 08:21:54","2025-06-14 08:21:54",NULL
"159","1","17","Revenu","550.00","Duplication automatique (Mois +1)","Fixe","Investissement","2025-06-15 13:36:23","2025-06-15 13:36:23","2025-06-15 13:36:23",NULL
"160","37","23","Revenu","200.00",,"Fixe","Investissement","2025-06-23 10:00:00","2025-06-23 09:02:42","2025-06-23 09:02:42",NULL
"161","37","23","Dépense","300.00",,"Fixe",,"2025-06-23 10:03:00","2025-06-23 09:03:32","2025-06-23 09:03:32",NULL
"162","37","22","Revenu","900.00",,"Fixe",,"2025-06-23 10:04:00","2025-06-23 09:04:12","2025-06-23 09:04:12",NULL
"163","7","28","Dépense","123456.00","AZERTYU","Mensuel","Dépenses courantes","2025-06-29 13:24:00","2025-06-29 13:24:30","2025-10-29 13:39:41","2025-10-29 13:39:41"
"165","4","24","Revenu","50.00",,"Fixe",,"2025-06-30 15:14:00","2025-06-30 13:14:50","2025-06-30 13:14:50",NULL
"166","4","29","Revenu","20.00","Paiement du systeme PEKA à venir","Fixe",,"2025-07-03 02:55:00","2025-07-03 00:55:37","2025-07-03 00:55:37",NULL
"167","99","33","Dépense","10.00",,"Mensuel","Depot","2025-07-04 15:02:00","2025-07-04 15:03:04","2025-11-04 15:05:57","2025-11-04 15:05:57"
"168","39","35","Dépense","15350.00",,"Fixe","Dépenses courantes","2025-07-03 19:42:00","2025-07-04 18:42:55","2025-07-04 18:42:55",NULL
"175","247","51","Revenu","5.00","Projet","Fixe","Épargne","2025-07-11 09:48:00","2025-07-11 07:50:07","2025-07-11 07:50:07",NULL
"176","1","15","Revenu","55.00","Duplication automatique (Mois +1)","Fixe",,"2025-07-12 22:00:02","2025-07-12 22:00:19","2025-07-12 22:00:19",NULL
"177","1","15","Dépense","755.00","Duplication automatique (Mois +1)","Fixe",,"2025-07-12 22:00:02","2025-07-12 22:00:19","2025-07-12 22:00:19",NULL
"178","1","14","Revenu","90000.00","Duplication automatique (Mois +1)","Fixe",,"2025-07-12 22:03:18","2025-07-12 22:06:22","2025-07-12 22:06:22",NULL
"179","1","14","Dépense","80000.00","Duplication automatique (Mois +1)","Fixe",,"2025-07-12 22:08:45","2025-07-12 22:14:49","2025-07-12 22:14:49",NULL
"180","1","14","Dépense","800.00","Duplication automatique (Mois +1)","Fixe","Dettes","2025-07-12 22:13:58","2025-07-12 22:14:49","2025-07-12 22:14:49",NULL
"181","1","14","Revenu","7500.00","Duplication automatique (Mois +1)","Fixe","Actions","2025-07-12 22:13:58","2025-07-12 22:14:49","2025-07-12 22:14:49",NULL
"182","1","13","Dépense","500.00","Duplication automatique (Mois +1)","Fixe",,"2025-07-13 00:03:30","2025-07-13 00:04:50","2025-07-13 00:04:50",NULL
"183","1","14","Revenu","25000.00","Duplication automatique (Mois +1)","Fixe","Loyer","2025-07-14 08:21:54","2025-07-14 08:23:25","2025-07-14 08:23:25",NULL
"184","1","17","Revenu","550.00","Duplication automatique (Mois +1)","Fixe","Investissement","2025-07-15 13:36:23","2025-07-15 13:37:50","2025-07-15 13:37:50",NULL
"185","4","24","Revenu","594.00",,"Fixe",,"2025-07-10 16:45:00","2025-07-15 14:45:23","2025-07-15 14:45:23",NULL
"186","220","65","Revenu","150.00","payout.","Fixe","Retrait","0000-00-00 00:00:00","2025-07-23 14:59:52","2025-07-23 14:59:52",NULL
"187","7","28","Dépense","123456.00","Duplication automatique (Mois +1)","Fixe","Dépenses courantes","2025-07-29 13:24:00","2025-07-29 13:34:31","2025-07-29 13:34:31",NULL
"188","99","33","Dépense","10.00","Duplication automatique (Mois +1)","Fixe","Depot","2025-08-04 15:02:00","2025-08-04 15:02:32","2025-08-04 15:02:32",NULL
"189","1","15","Revenu","55.00","Duplication automatique (Mois +1)","Fixe",,"2025-08-12 22:00:19","2025-08-12 22:03:01","2025-08-12 22:03:01",NULL
"190","1","15","Dépense","755.00","Duplication automatique (Mois +1)","Fixe",,"2025-08-12 22:00:19","2025-08-12 22:03:01","2025-08-12 22:03:01",NULL
"191","1","14","Revenu","90000.00","Duplication automatique (Mois +1)","Fixe",,"2025-08-12 22:06:22","2025-08-12 22:21:19","2025-08-12 22:21:19",NULL
"192","1","14","Dépense","80000.00","Duplication automatique (Mois +1)","Fixe",,"2025-08-12 22:14:49","2025-08-12 22:21:19","2025-08-12 22:21:19",NULL
"193","1","14","Dépense","800.00","Duplication automatique (Mois +1)","Fixe","Dettes","2025-08-12 22:14:49","2025-08-12 22:21:19","2025-08-12 22:21:19",NULL
"194","1","14","Revenu","7500.00","Duplication automatique (Mois +1)","Fixe","Actions","2025-08-12 22:14:49","2025-08-12 22:21:19","2025-08-12 22:21:19",NULL
"195","1","13","Dépense","500.00","Duplication automatique (Mois +1)","Fixe",,"2025-08-13 00:04:50","2025-08-13 00:06:16","2025-08-13 00:06:16",NULL
"196","1","14","Revenu","25000.00","Duplication automatique (Mois +1)","Fixe","Loyer","2025-08-14 08:23:25","2025-08-14 08:24:59","2025-08-14 08:24:59",NULL
"197","1","17","Revenu","550.00","Duplication automatique (Mois +1)","Fixe","Investissement","2025-08-15 13:37:50","2025-08-15 13:38:29","2025-08-15 13:38:29",NULL
"198","7","28","Dépense","123456.00","Duplication automatique (Mois +1)","Fixe","Dépenses courantes","2025-08-29 13:34:31","2025-08-29 13:34:31","2025-08-29 13:34:31",NULL
"199","99","33","Dépense","10.00","Duplication automatique (Mois +1)","Fixe","Depot","2025-09-04 15:02:32","2025-09-04 15:03:41","2025-09-04 15:03:41",NULL
"201","824","92","Dépense","550.00",,"Fixe","Dettes","2025-09-01 23:59:00","2025-09-12 03:02:29","2025-09-27 14:31:49",NULL
"204","1","15","Revenu","55.00","Duplication automatique (Mois +1)","Fixe",,"2025-09-12 22:03:01","2025-09-12 22:03:02","2025-09-12 22:03:02",NULL
"205","1","15","Dépense","755.00","Duplication automatique (Mois +1)","Fixe",,"2025-09-12 22:03:01","2025-09-12 22:03:02","2025-09-12 22:03:02",NULL
"206","1","14","Revenu","90000.00","Duplication automatique (Mois +1)","Fixe",,"2025-09-12 22:21:19","2025-09-12 22:22:06","2025-09-12 22:22:06",NULL
"207","1","14","Dépense","80000.00","Duplication automatique (Mois +1)","Fixe",,"2025-09-12 22:21:19","2025-09-12 22:22:06","2025-09-12 22:22:06",NULL
"208","1","14","Dépense","800.00","Duplication automatique (Mois +1)","Fixe","Dettes","2025-09-12 22:21:19","2025-09-12 22:22:06","2025-09-12 22:22:06",NULL
"209","1","14","Revenu","7500.00","Duplication automatique (Mois +1)","Fixe","Actions","2025-09-12 22:21:19","2025-09-12 22:22:06","2025-09-12 22:22:06",NULL
"211","824","92","Dépense","103.40",,"Fixe","Dettes","2025-09-08 19:51:00","2025-09-12 22:55:10","2025-09-27 14:31:23",NULL
"214","824","92","Dépense","20.45",,"Fixe","Dettes","2025-09-08 17:26:00","2025-09-12 23:27:37","2025-09-27 14:30:57",NULL
"217","1","13","Dépense","500.00","Duplication automatique (Mois +1)","Fixe",,"2025-09-13 00:06:16","2025-09-13 00:06:16","2025-09-13 00:06:16",NULL
"218","1","14","Revenu","25000.00","Duplication automatique (Mois +1)","Fixe","Loyer","2025-09-14 08:24:59","2025-09-14 08:28:16","2025-09-14 08:28:16",NULL
"220","824","92","Dépense","100.00",,"Fixe","Dettes","2025-09-14 18:05:00","2025-09-14 21:02:10","2025-09-27 14:31:36",NULL
"221","1","17","Revenu","550.00","Duplication automatique (Mois +1)","Fixe","Investissement","2025-09-15 13:38:29","2025-09-15 13:40:56","2025-09-15 13:40:56",NULL
"222","786","95","Dépense","20.00","Dépôt fictive de 20dollar sur compte Deriv 1 divisé 
Je doit faire grossier ce capital afin de voir mes performances en trading","Fixe","Investissement","2025-09-18 13:14:00","2025-09-18 13:16:04","2025-09-18 13:16:04",NULL
"223","824","92","Dépense","140.00",,"Fixe","Dettes","2025-09-27 11:37:00","2025-09-27 14:38:02","2025-09-27 14:38:02",NULL
"224","7","28","Dépense","123456.00","Duplication automatique (Mois +1)","Fixe","Dépenses courantes","2025-09-29 13:34:31","2025-09-29 13:37:37","2025-09-29 13:37:37",NULL
"225","537","101","Dépense","40.00","Trander","Fixe","Retrait","2025-09-30 12:02:00","2025-09-30 11:04:05","2025-09-30 11:04:05",NULL
"226","824","102","Revenu","500.00",,"Fixe","Depot","2025-10-09 21:40:00","2025-10-02 00:41:01","2025-10-02 00:41:01",NULL
"227","99","33","Dépense","10.00","Duplication automatique (Mois +1)","Fixe","Depot","2025-10-04 15:03:41","2025-10-04 15:05:47","2025-10-04 15:05:47",NULL
"229","1","15","Revenu","55.00","Duplication automatique (Mois +1)","Fixe",,"2025-10-12 22:03:02","2025-10-12 22:05:10","2025-10-12 22:05:10",NULL
"230","1","15","Dépense","755.00","Duplication automatique (Mois +1)","Fixe",,"2025-10-12 22:03:02","2025-10-12 22:05:10","2025-10-12 22:05:10",NULL
"231","1","14","Revenu","90000.00","Duplication automatique (Mois +1)","Fixe",,"2025-10-12 22:22:06","2025-10-12 22:22:23","2025-10-12 22:22:23",NULL
"232","1","14","Dépense","80000.00","Duplication automatique (Mois +1)","Fixe",,"2025-10-12 22:22:06","2025-10-12 22:22:23","2025-10-12 22:22:23",NULL
"233","1","14","Dépense","800.00","Duplication automatique (Mois +1)","Fixe","Dettes","2025-10-12 22:22:06","2025-10-12 22:22:23","2025-10-12 22:22:23",NULL
"234","1","14","Revenu","7500.00","Duplication automatique (Mois +1)","Fixe","Actions","2025-10-12 22:22:06","2025-10-12 22:22:23","2025-10-12 22:22:23",NULL
"235","1","13","Dépense","500.00","Duplication automatique (Mois +1)","Fixe",,"2025-10-13 00:06:16","2025-10-13 00:11:13","2025-10-13 00:11:13",NULL
"236","1069","105","Revenu","5.00","1er trade sur GOLD","Fixe","Investissement","2025-10-13 10:32:00","2025-10-13 09:33:46","2025-10-13 09:33:46",NULL
"238","1","14","Revenu","25000.00","Duplication automatique (Mois +1)","Fixe","Loyer","2025-10-14 08:28:16","2025-10-14 08:31:31","2025-10-14 08:31:31",NULL
"239","1","17","Revenu","550.00","Duplication automatique (Mois +1)","Fixe","Investissement","2025-10-15 13:40:56","2025-10-15 13:41:42","2025-10-15 13:41:42",NULL
"241","895","110","Dépense","200.00",,"Fixe","Dépenses courantes","2025-10-15 16:58:00","2025-10-16 02:01:55","2025-10-16 02:01:55",NULL
"242","895","110","Revenu","300.00","Profit sur mes trades XAUUSD ET BTC","Fixe","Épargne","2025-10-16 02:16:00","2025-10-16 02:11:57","2025-10-16 02:11:57",NULL
"243","895","110","Revenu","300.00",,"Fixe","Épargne","2025-10-16 14:23:00","2025-10-16 21:54:28","2025-10-16 21:54:28",NULL
"244","895","110","Dépense","215.00",,"Fixe","Dépenses courantes","2025-10-16 16:24:00","2025-10-16 21:55:29","2025-10-16 21:55:29",NULL
"245","895","110","Revenu","100.00",,"Fixe","Épargne","2025-10-16 14:34:00","2025-10-16 21:56:53","2025-10-16 21:56:53",NULL
"246","497","118","Dépense","20.00",,"Fixe","Dépenses courantes","2025-10-24 16:36:00","2025-10-24 15:37:04","2025-10-24 15:37:04",NULL
"247","1163","120","Dépense","22.00",,"Mensuel","Loyer","2025-10-29 06:04:00","2025-10-29 05:04:40","2025-10-29 05:04:40",NULL
"248","7","28","Dépense","123456.00","Duplication automatique (Mois +1)","Fixe","Dépenses courantes","2025-10-29 13:37:37","2025-10-29 13:39:41","2025-10-29 13:39:41",NULL
"249","1194","121","Dépense","250.00","emprunt d\'argents pour faire quelques sommes si possible","Fixe","Emprunt","2025-11-02 21:05:00","2025-11-02 20:48:35","2025-11-02 20:48:35",NULL
"250","99","33","Dépense","10.00","Duplication automatique (Mois +1)","Fixe","Depot","2025-11-04 15:05:47","2025-11-04 15:05:57","2025-11-04 15:05:57",NULL
