"id","user_id","strategie_name","description","created_at"
"110","103","Stratégie SMC","Trader uniquement des configurations à haute probabilité avec un Risque/Rendement minimum de 1:3, sur les volatilités de Deriv, en s’appuyant sur l’analyse automatique de zones et de patterns via PEKA.\""Je trade après une prise de liquidité + cassure de structure, dans une zone validée par PEKA, en entrant sur M5 avec un pattern clair, un SL réduit, et un TP minimum de 3 fois le risque.\""","2025-07-04 09:55:28"
"111","103","Strategie binaire_stochastic+moyenne","J’entre en CALL quand le stochastic sort de survente en croisant vers le haut, avec un prix au-dessus de la moyenne mobile. J’entre en PUT dans l’inverse. Toujours sur confirmation, jamais dans le doute","2025-07-04 10:04:17"
"112","105","MN up_W1 FM_D1 peak W","PMS_SETUP BUY D1","2025-07-04 10:39:56"
"113","105","W1 up_D1 FM_H4 peak W","PMS_SETUP BUY H4","2025-07-04 10:45:46"
"114","105","W1-D1 up_H4 FM_H1 peak W","PMS_SETUP BUY H1","2025-07-04 10:47:47"
"115","105","MN down_W1 FM_D1 peak M","PMS_SETUP SELL D1","2025-07-04 10:48:35"
"116","105","W1 down_D1 FM_H4 peak M","PMS_SETUP SELL H4","2025-07-04 10:50:57"
"117","105","W1-D1 down_H4 FM_H1 peak M","PMS_SETUP SELL H1","2025-07-04 10:52:38"
"118","99","SMC",,"2025-07-04 10:53:46"
"119","99","ICT",,"2025-07-04 10:54:04"
"120","105","W1-D1-H4 up_H1 FM_M15 peak W","PMS_SETUP BUY M15","2025-07-04 10:57:20"
"121","105","W1-D1-H4 down_H1 FM_M15 peak M","PMS_SETUP SELL M15","2025-07-04 10:58:25"
"123","112","CHARTISME","Utilisation des paterns (Bougie et ensemble de bougie)","2025-07-04 11:04:12"
"124","110","PM Strategie","cest la strategie bassee sur le  TDI","2025-07-04 11:05:45"
"125","42","SMC//DEMANDE ZONE","Prise de décision basé sur la FVG ou POI,
Après une prise de liquidité","2025-07-04 11:11:03"
"126","113","ICT/SMC","c\'est la stratégie sur la prise  de liquidité","2025-07-04 11:22:23"
"127","113","EQUAL H et l","stratégie de prise de liquidité","2025-07-04 11:23:33"
"128","113","IMBALANCE","stratégie de déséquilibre du prix","2025-07-04 11:24:14"
"129","82","SMC","La stratégie basé sur la Smart money concept","2025-07-04 11:24:33"
"130","113","ORDER BLOC","c\'est le stratégies des gros poisson","2025-07-04 11:25:07"
"131","113","AMD","srategie de manipulatiion","2025-07-04 11:26:02"
"132","113","OTE","STRATEGIE ICT","2025-07-04 11:26:35"
"135","113","BPR","BPR","2025-07-04 11:28:32"
"136","107","Analyse fondamental + analyse technique","analyser la fondamental et la macroéconomie ( croissance économique , inflation , taux directeur , situation géopolitique )  
analyse technique( rentrer sur des support ou résistance )","2025-07-04 11:29:24"
"141","120","SMC",,"2025-07-04 12:36:08"
"142","122","smc","prise de position","2025-07-04 12:41:59"
"144","127","SMC","Stratégie baser sue analyse technique 
 choc entre après prise de liquiditer","2025-07-04 13:33:08"
"146","129","Trade line","Ligne de tendance 
Zone de croisement 
Bougie clé","2025-07-04 13:51:05"
"147","129","Fibonacci","Tendance 
Retracement fibo
Fibo cluster","2025-07-04 13:52:07"
"148","129","Figure Chartiste","ETE 
Double top
Double bottow","2025-07-04 13:52:49"
"149","129","Liquidité","Tendance 
Creux et sommet 
Bougie clé 
Zone de liquidité","2025-07-04 13:53:53"
"151","130","Break & retest","Voici un plan de trading basé sur la stratégie \""Break and Retest\"" :

*Objectif* : Identifier les niveaux de support/résistance clés et profiter des mouvements de prix après un break et un retest.

*Étapes*

1. *Identifier les niveaux de support/résistance* : Utiliser les outils d\'analyse technique pour identifier les niveaux de support/résistance clés sur le graphique.
2. *Attendre le break* : Attendre que le prix casse le niveau de support/résistance identifié.
3. *Attendre le retest* : Attendre que le prix revienne tester le niveau cassé.
4. *Entrer en position* : Entrer en position après le retest, en fonction de la direction du break.
5. *Gérer le risque* : Utiliser des stop-loss et des take-profit pour gérer le risque et protéger les profits.

*Paramètres*

- *Niveaux de support/résistance* : Utiliser les hauts et les bas précédents, les lignes de tendance, les niveaux de Fibonacci, etc.
- *Break* : Le prix doit casser le niveau de support/résistance de manière significative (par exemple, 1-2% du prix).
- *Retest* : Le prix doit revenir tester le niveau cassé sans dépasser le niveau initial.
- *Stop-loss* : Placer un stop-loss à quelques pips au-dessus/au-dessous du niveau de support/résistance cassé.
- *Take-profit* : Fixer un objectif de profit réaliste en fonction de la volatilité du marché.

*Exemple*

- *Niveau de résistance* : 1,2000
- *Break* : Le prix casse le niveau de résistance à 1,2020
- *Retest* : Le prix revient tester le niveau à 1,2010
- *Entrée* : Entrer en position longue à 1,2015
- *Stop-loss* : Placer un stop-loss à 1,1990
- *Take-profit* : Fixer un objectif de profit à 1,2100

Ce plan de trading peut être adapté en fonction de ton style de trading et de tes objectifs. Il est important de tester et d\'ajuster le plan en fonction des résultats.","2025-07-04 14:08:44"
"153","135","SMC","Liquidite","2025-07-04 15:35:40"
"154","104","Support et résistance","Réaction sur la zone de support ou de résistance suivie d’une bougie d’avalement, ( Pin Bar (bougie de rejet) , Inside Bar , Breakout + Retest ) 👉Entrée en position : Entrée après confirmation du signal (clôture de la bougie)","2025-07-04 15:37:12"
"155","104","Niveau 50/60 Fibo","Entrée sur la zone 50/60 fibo
bougie de rejet","2025-07-04 15:37:49"
"157","136","entrée sniper(Zones Isolées)","un stratégie basée sur les zones isolées en daily duplicable sur d\'autres time frame","2025-07-04 15:54:02"
"158","136","cassure de tendances","une stratégie utile pour trader les cassures de tendances et profiter de la manipulation du marché","2025-07-04 15:55:32"
"159","137","Support Résistance","1ere stratégie apprise","2025-07-04 15:58:15"
"160","137","Imbalence cassure","3ème stratégie apprise","2025-07-04 15:59:17"
"161","136","nasdaq stratégie","prends en compte deux ouils la trendline ,la zone et l\'analyse des chandeliers japonais et surtout basée sur le sens de la tendance","2025-07-04 16:00:00"
"162","137","Théorie de Doh imbalence","2ème stratégie apprise","2025-07-04 16:00:00"
"163","136","SMC","stratégie surtout axée sur l\'analyse fondamentale","2025-07-04 16:01:34"
"164","137","Fibonnacci demand supply","4ème stratégie apprise","2025-07-04 16:01:35"
"165","99","FVG","LE FVG secret à cause des fruits des vendeurs ou des acheteurs sur le marché donc je repére ma zone de FVG et je trace mon support pour résistance et lorsque le prix revient leur pile dedans je rentre en position","2025-07-04 16:13:14"
"166","139","Order block & Imbalance","Stratégie basée sur l’analyse technique. Multi-TF : W, D1, H4","2025-07-04 16:30:54"
"167","141","SMC","c\'est la prise de liquidite","2025-07-04 16:57:48"
"168","141","HH /LH","stratégie de prise de liquidité","2025-07-04 16:59:21"
"169","143","Price action + SMC","Stratégie Basée sur le concept de liquidité et l\'action du prix.","2025-07-04 17:15:34"
"170","104","Price action","•	Day Trading : H1 / M15
	•	Swing Trading : H4     /Daily
👉Identifier la structure du marché
👉Chercher un setup Price Action ( Pin Bar (bougie de rejet) , Inside Bar , Breakout + Retest ) 
👉Entrée en position : Entrée après confirmation du signal (clôture de la bougie)","2025-07-04 17:35:56"
"171","145","SUIVIS DE TANDANCE","1- Le prix viens casser la zone de S/R en H1.
2- le prix laisse un marteau h1 au déçus de la zone.
3- règle de H1- M5.","2025-07-04 18:23:26"
"172","145","RETOURNEMENT DE TANDANCE.","1- le prix n\'arrive pas à faire un sommet plus haut que le sommet précédent.

2- le prix viens casser la trainline motrice H4. 

☆ Si ces deux conditions sont déjà respectées, on change de biais psychologique haussier.
3.
a- le prix casse la trainline motrice H4, reviens la tester h1 sans pour autant venir toucher une encienne zone de S/R, laisse un marteau h1 ou un ETE ou M en m5 je prends position.

b- le prix casse la trainline motice H4, revient tester le dernier plus bas du prix en contact avec la trainline motrice laisse un marteau en H1, un ETE ou M en m5, je prends position.

c- cassure de la trainline motrice H4, le prix viens tester l\\\\\\\'ancienne zone de S/R reviens tester la trainline motice H4 et laisse un marteau h1, une ETE ou un M en m5.

d- le prix casse la trainline motrice H4 commence à descendre puis reviens tester la trainline h1 baissiere( 3eme contact: 1ere contact avec le plus de la tandance, 2eme contact quand le prix n\\\\\\\'arrive pas à inscrire un plis haut et le 3eme contact quand le prix à deja casser la trainline motrice et revenus tester la nouvelle trainline h1 qui accompagne désormais la nouvelle randance baissiere).","2025-07-04 18:26:18"
"174","148","Support & Resistance + Fondamentale",,"2025-07-04 18:55:58"
"175","133","SMC ( smart money ) ICT","C’est une stratégie assez basique concernant les PD ARRAYS et la LIQUIDITÉS y compris l’utilisation des outils de trading","2025-07-04 19:30:27"
"176","133","PRICE ACTION","Interprétation des bougies , figure chartiste et bien autre support, résistance , structure du marché","2025-07-04 19:31:32"
"177","108","ZARRSTR","Stratégie basée sur les rettracement","2025-07-04 20:01:08"
"178","153","DOUBLE M/W","La stratégie est basée sur l\'effet qu\'un marché ne parviennent pas à cassé un niveau et à créé un DOUBLE TOUCHE (M / W)","2025-07-04 20:17:57"
"179","153","STOP OF MOMENTUM","La stratégie est basée sur l\'effet de constater la diminution de bougies suivantes : 3-2-1 / 5-2-1 / 8-1","2025-07-04 20:21:35"
"180","153","RANDOM","La stratégie est basée sur l\'effet de constater une succession de bougies de mêmes couleur , 1 Bougie Rouge , 2 Bougies Vertes , 1 Bougie Rouge , 2 Bougie Vertes","2025-07-04 20:24:28"
"181","153","BRAKE N RETEST","La stratégie est basée sur l\'effet qu\'un prix casse un niveau est revient clôturé dessus","2025-07-04 20:28:26"
"189","154","SMC","RETRACEMENT","2025-07-04 21:14:52"
"190","154","SMC","CONTINUATION","2025-07-04 21:15:21"
"191","154","SMC+CRT","CONTINUATION","2025-07-04 21:16:41"
"192","154","SMC+CRT","RETRACEMENT","2025-07-04 21:17:05"
"193","145","CONFIRMATIONS.","1- tandance clairement définis
2- retracement clairement 
3- Fausse cassure de l \'ancienne zone de S/R
4- présence d\' un marteau h1, une ETE ou un M en m5
5- règle de H1- M5.","2025-07-04 21:38:37"
"194","157","Price action","un mélance de price action et de smc","2025-07-04 21:39:04"
"195","156","Trendfollowing derive","Stratégie basé sur la suivi de tendance","2025-07-04 21:40:24"
"196","158","SMC","Retracement sur FVG/OB/IFVG/BPR en haute timframe","2025-07-04 22:55:53"
"197","158","SMC","Pris de liquidité en haute timframe","2025-07-04 22:56:56"
"199","149","ITC",,"2025-07-04 23:22:23"
"200","161","SMC",,"2025-07-04 23:49:21"
"201","161","OB","OB","2025-07-04 23:50:44"
"202","164","SMC","BOS, CHOCH, LIQUIDITE, SUPPLY et DEMAND.","2025-07-05 00:45:20"
"204","126","Freestyle","Zone de prix, tradline, ou pas l\'utilisation d\'une stratégie","2025-07-05 00:48:38"
"205","166","smc","une stratégie basée sur la prise de liquidité","2025-07-05 00:58:13"
"207","166","CRT","Une stratégie basée sur ACCUMULATION MANUPILATION ET DISTRIBUTION","2025-07-05 01:17:07"
"209","125","CRT",,"2025-07-05 02:30:41"
"210","153","CONTINUITÉ","Stratégie basée dans une tendance (🟢 / 🔴) en voyant une Bougie Marobuzu suivi d\\\'une Bougie de Continuité ( Marteau, Spinning, etc) , qui n\'est clôture  ou n\'est casse pas un NIVEAU","2025-07-05 05:04:43"
"211","153","FAKE BRAKE OUT","Stratégie basée sur une fausse une fausse cassure","2025-07-05 05:08:50"
"212","115","Price action","Basse sur les supports , résistant et combine avec les zone de liquidation
observation des paternes ,cassure des supports, et résistant 
attendre les meilleurs pull back","2025-07-05 05:31:31"
"213","173","ict","strategie de price d action","2025-07-05 06:53:28"
"214","175","ICT","Demand and supply","2025-07-05 07:12:57"
"215","178","Gold Three Cycle","Une stratégie de suivi de Tendance,  je suis la directement du prix avec un trade management. Pas de TP","2025-07-05 07:44:31"
"216","104","Liquidity Grab + Rejet (Reversal) Weak Low","👉 cassure du weak low 
👉 Attendre une bougie de rejet haussière (ex : pin bar ou engulfing bullish) sous le niveau.
👉 Entrer à l’achat avec :
	•	Stop loss sous la mèche de la bougie de rejet,
	•	Take profit vers la zone structurelle précédente (ex : dernier sommet ou résistance).","2025-07-05 08:14:49"
"217","163","Price Action & Fondamentale ( simplement)","La price action est un stratégie basé les prix et j’ajoute la fondamentale","2025-07-05 09:53:10"
"218","182","TS [HLZ]","Intraday","2025-07-05 09:56:56"
"219","182","SE [HLZ]","Scalping extrême","2025-07-05 09:57:57"
"220","129","Resteste /Pull back","Cassure + resteste trade line","2025-07-05 11:15:46"
"221","124","Figures chartistes","Les figures chartistes se forment sur les graphiques suite aux mouvements du prix. Elles indiquent :
Une continuation de tendance
Un retournement de tendance
Le but de la stratégie est d\'identifier ces figures pour :
Définir les points d’entrée et de sortie
Gérer les risques efficacement","2025-07-05 11:20:16"
"222","124","Supports & Résistances","Les supports et résistances sont des niveaux où le prix a tendance à réagir :
Support : Niveau où le prix a du mal à baisser davantage (zone d’achat potentielle).
Résistance : Niveau où le prix a du mal à monter davantage (zone de vente potentielle).
Ces niveaux agissent comme des « murs » pour le prix.","2025-07-05 11:30:02"
"223","187","SMC","LA PRISE DE LIQUIDITE","2025-07-05 11:36:28"
"224","129","Support & résistance zone de prix",,"2025-07-05 11:38:48"
"225","180","SMC","stratégie basée sur la liquidité, les zones d\'offres et de demandes 
, les orderblocks, les corrélations inter-marchés, les imbalances, BOS et CHOCH, fibonacci et wyckof","2025-07-05 11:44:57"
"226","180","ANNONCES ÉCONOMIQUES","stratégie pour trader uniquement les annonces économiques","2025-07-05 11:46:02"
"227","187","EH/EL","PRISE DE LIQUIDITE","2025-07-05 11:47:20"
"228","187","PEKA SYSTEM",,"2025-07-05 11:48:11"
"229","188","SSF","LA STRATÉGIE REPOSE SUR L\'ANALYSE COMPORTEMENTALE, DES GRANDES INSTITUTION (SM) A TRAVERS LA STRUCTURE DU MARCHÉ...","2025-07-05 11:59:08"
"230","189","SMC","Stratégie basé sur la prise de liquidité","2025-07-05 12:03:53"
"231","190","WINFLOW SMC OTE","Stratégie basé sur le retracement avec l\'outil fibonnaci","2025-07-05 12:28:05"
"232","190","FX GOAT","Stratégie basée sur le price action, cassure +retest","2025-07-05 12:28:43"
"233","190","SMC OB+ CONFLUENCE FVG OU OTE","Stratégie basée sur le SMC prise de liquidité","2025-07-05 12:30:20"
"234","192","Figures chartistes",,"2025-07-05 13:40:43"
"237","194","WICKOFF","Prise de Liquidité sur High/Low
H= Bc-Ut-Utad
L= Sc-Stb-Spring","2025-07-05 13:58:27"
"238","193","Mitigation entry","SMC+mitigation","2025-07-05 14:01:58"
"239","194","MARKET SHIFT","Longue Bougie qui casse une mèche du dernier H/L dans une Hausse ou une Baisse pour la continuation.","2025-07-05 14:03:42"
"240","194","TL80%","Croisement de Zone en confluence avec une Trendline 80%(Impulsion)","2025-07-05 14:05:17"
"241","171","Inpulse Corection Continuation","stratégie baser sur la structure du marcher","2025-07-05 14:32:39"
"244","196","PRICE ACTION","LES SUPORT RESISTANCE ET LES BRACKOUT","2025-07-05 15:15:51"
"245","197","SMC","reste focus","2025-07-05 15:39:22"
"246","198","SMC","Stratégie basée sur l\'analyse technique avec les concepts de la Smart money concept","2025-07-05 16:22:13"
"247","199","SMC","OB+liquide+Conf","2025-07-05 16:26:15"
"248","199","SMC2","IB+Retracement+Conf","2025-07-05 16:27:04"
"249","199","SMC 3","Retracement+0.6/0.7+Conf","2025-07-05 16:27:56"
"250","199","Double structure","Figure","2025-07-05 16:30:53"
"251","199","SMC4","Choch","2025-07-05 16:34:43"
"252","200","SMC+fractalite","Fractalite","2025-07-05 16:47:00"
"254","188","SMC","Stratégie basé sur la smart money concept","2025-07-05 16:56:11"
"255","188","Analyse Chartique","La stratégie est Basé sur les figure chartise","2025-07-05 16:57:42"
"256","188","Structure du marché","Stratégie basé sur les changement de tendance du marché","2025-07-05 16:59:10"
"257","183","SJA","Liquité + OB","2025-07-05 17:18:17"
"258","201","SMC","C\'est une stratégie pour prend des gros mouvement","2025-07-05 17:26:12"
"259","200","SMC","SMC","2025-07-05 17:37:34"
"262","205","Price action","Trandline, support résistance, patern","2025-07-05 18:48:10"
"266","209","SMC","C\'EST MA STRATEGIE SMART MONEY CONCEPT","2025-07-05 20:48:33"
"267","213","OB",,"2025-07-05 22:08:01"
"268","213","Figure chartiste",,"2025-07-05 22:08:42"
"269","213","S&D",,"2025-07-05 22:09:13"
"270","213","QM",,"2025-07-05 22:09:52"
"271","213","Price actoin",,"2025-07-05 22:10:05"
"272","212","PRISE DE LIQUIDITE DE LA SESSION AZIATIQUE","SCALPING","2025-07-05 22:13:20"
"273","212","LIGNE DE TENDANCE","intraday","2025-07-05 22:15:48"
"274","212","session de newyork",,"2025-07-05 22:16:36"
"275","212","smc",,"2025-07-05 22:17:44"
"276","214","Double structure",,"2025-07-05 22:38:44"
"277","191","Niveau","Entre support et résistance","2025-07-05 22:45:01"
"278","191","Tendance","Joindre la tendance","2025-07-05 22:45:47"
"279","191","Retournement","Changement de tendance","2025-07-05 22:46:45"
"280","191","Indicateur","Les outils d\'aide à la position","2025-07-05 22:47:17"
"281","215","SMC","Stratégie basé sur l\'analyse technique","2025-07-05 22:58:00"
"282","215","CRT","Stratégie basé sur la théorie des bougies","2025-07-05 22:58:35"
"283","162","SMC/ICT","Utilisation de l\'Oderblock, l\'Iballance, la Fibronacci (zone OTE)","2025-07-05 23:41:49"
"284","161","FVG","FVG","2025-07-06 00:27:29"
"285","161","BB","BB","2025-07-06 00:27:46"
"286","174","SMC","une strategie basse sur les liquidites","2025-07-06 01:43:14"
"287","174","SMT","une strategie basse sur une decompte wckoff","2025-07-06 01:43:51"
"291","220","SMC","Une stratégie basée sur la prise de liquidité 
*Entré:
-PLQ
-BOS
-RETESTE ZONE PERTINANTE
-PRISE DE POSITION","2025-07-06 04:33:38"
"292","221","Gold strategy","Session de londres 7h à 11h
Aucune suivi de tendance 
1-Prise de liquidité 
2-Cassure agressive avec de l\\\'imbalance
3- Englobant après retournement sur un OB
4 - Attendre la prise des 50% du fvg","2025-07-06 04:47:03"
"293","222","Zone d\\\'équilibre","Elle consiste à trader la cassure ou le rejet des zones d\'équilibre haussières ou baissières","2025-07-06 08:07:52"
"294","81","BVGL","Elle consiste à repérer la tendance du marché , les zone institutionnelles (  BPR , BVG , OB , FVG, IFVG ) en confluence avec la liquidité .Identifier les différents types de traps (1,2,3,4,5,6).Une fois la zone liquidé, on identifie la zone institutionnelle pour prendre le reste immédiat.","2025-07-06 08:08:21"
"298","223","Stratégie de Londres","La stratégie est basée sur des actifs comme GBPUSD, GBPJPY, GBPCAD
Elle consiste a prendre le momentum de la session de Londres précédant une consolidation ou correction de la saison asiatique tout en suivant la tendance générale plus particulièrement en M15.
objectif: 200 PIPS 
Stratégie intraday.","2025-07-06 08:50:49"
"299","223","Break out de tendance H4+ichimoku+FIBO+FONDA",,"2025-07-06 08:54:52"
"300","224","Non blabla","Trading algo","2025-07-06 09:15:00"
"301","191","Cassure","Dépasser les zones","2025-07-06 09:53:38"
"302","191","Retest","Toucher la deux fois pour confirmer","2025-07-06 09:54:20"
"303","226","SMV","stratégie basé sur les mouvements des big boys","2025-07-06 10:29:51"
"304","227","Zone institutionnelle","La stratégie est basée sur l\'analyse technique ( structure du marché) , cassure des niveaux clés et correction tout en suivant la tendance","2025-07-06 11:16:15"
"305","172","Strat de retournement","Prise de liquidités + Level algo + divergence RSI","2025-07-06 12:44:42"
"306","172","Price action + level algo","Pro cycle + Strat MT5","2025-07-06 12:47:22"
"307","172","Support/Résistance + Fibo + divergence","TDI + Strat MT5 + divergence RSI","2025-07-06 12:49:16"
"308","172","Strat de continuation","Cassure de S/R + Divergence RSI + figures chartiste","2025-07-06 12:50:23"
"309","172","OB + FVG Divergence RSI","Fvg suivi d\'un OB + bougie avalante ou figure de confirmation","2025-07-06 12:53:01"
"310","172","100% Fibo + divergence RSI","TDI + Strat MT5 sur GA ou OTE","2025-07-06 12:54:22"
"311","153","M / C / L / N","Stratégie basée sur la diminution de bougie ( 5 - 2 )
Même logique que S.O.M","2025-07-06 13:32:30"
